DistrictName,SubCountyName
LUUKA,BUKOOMA
LUUKA,BULONGO
NAMAYINGO,BANDA
LUUKA,IKUMBYA
LUUKA,IRONGO
LUUKA,NAWAMPITI
LUUKA,WAIBUGA
NAMAYINGO,BUSWALE
KAMULI,BALAWOLI
KAMULI,BULOPA
KAMULI,BUTANSI
KAMULI,KAMULI TC
KAMULI,KITAYUNJWA
KAMULI,NABWIGULU
KAMULI,NAMASAGALI
KAMULI,NAMWENDWA
KAMULI,BUGULUMBYA
KAMULI,KISOZI
KAMULI,MBULAMUTI
KAMULI,NAWANYAGO
KAMULI,WANKOLE
BUYENDE,BUGAYA
BUYENDE,BUYENDE
BUYENDE,KAGULU
BUYENDE,KIDERA
BUYENDE,NKONDO
NAMAYINGO,BUYINJA
NAMAYINGO,SIGULU ISLANDS
NAMAYINGO,MUTUMBA
NAMAYINGO,ORUNGO
